105,0,-0.5881692,0
1,0,-1.014688,0
1,0,-1.370094,1
1,0,-1.689863,1
1,0,-1.991974,1
1,0,-2.24079,2
1,0,-2.347379,2
1,0,-2.347379,2
1,0,-2.400674,3
1,0,-2.400674,3
1,0,-2.400674,3
1,0,-2.453969,4
1,0,-2.507264,4
1,0,-2.560559,4
1,0,-2.631672,5
1,0,-2.631672,5
1,0,-2.631672,5
1,0,-2.631672,6
1,0,-2.631672,6
1,0,-2.631672,6
1,0,-2.631672,7
1,0,-2.631672,7
1,0,-2.631672,7
1,0,-2.631672,0
1,0.2465687,-2.631672,0
1,0.5109559,-2.631672,0
1,0.8279958,-2.631672,1
1,1.03957,-2.631672,1
1,1.110041,-2.631672,1
1,1.162854,-2.631672,2
1,1.215667,-2.631672,2
1,1.321454,-2.631672,2
1,1.620997,-2.560559,3
1,1.797255,-2.436311,3
1,2.343527,-2.205153,3
1,2.71354,-2.098563,4
1,3.189341,-1.938679,4
1,3.43607,-1.849747,4
1,3.506541,-1.849747,5
1,3.559355,-1.796452,5
1,3.559355,-1.743158,5
1,3.559355,-1.743158,6
1,3.559355,-1.743158,6
1,3.612329,-1.743158,6
1,3.612329,-1.743158,7
1,3.612329,-1.743158,7
1,3.612329,-1.743158,7
1,3.612329,-1.743158,0
1,3.612329,-1.743158,0
1,3.612329,-1.743158,0
1,3.612329,-1.743158,1
1,3.612329,-1.743158,1
1,3.612329,-1.743158,1
1,3.612329,-1.743158,2
1,3.612329,-1.743158,2
1,3.612329,-1.743158,2
1,3.612329,-1.743158,3
1,3.612329,-1.743158,3
1,3.612329,-1.743158,3
1,3.612329,-1.743158,4
1,3.612329,-1.743158,4
1,3.612329,-1.743158,4
1,3.612329,-1.743158,5
1,3.612329,-1.743158,5
1,3.612329,-1.743158,5
1,3.612329,-1.743158,6
1,3.612329,-1.743158,6
1,3.612329,-1.743158,6
1,3.612329,-1.743158,7
1,3.612329,-1.743158,7
1,3.612329,-1.743158,7
1,3.612329,-1.743158,0
1,3.612329,-1.743158,0
1,3.612329,-1.743158,0
1,3.612329,-1.743158,1
1,3.612329,-1.743158,1
1,3.612329,-1.743158,1
1,3.612329,-1.743158,2
1,3.612329,-1.743158,2
1,3.612329,-1.743158,2
1,3.43607,-1.743158,3
1,2.907456,-1.743158,3
1,2.378843,-1.743158,3
1,1.991011,-1.743158,4
1,1.603339,-1.689863,4
1,1.268641,-1.636568,4
1,1.268641,-1.636568,5
1,1.268641,-1.636568,5
1,1.268641,-1.636568,5
1,1.268641,-1.636568,6
1,1.268641,-1.636568,6
1,1.268641,-1.636568,6
1,1.268641,-1.636568,7
1,1.180512,-2.116382,7
1,1.180512,-2.596195,7
1,1.180512,-2.862669,0
1,1.180512,-2.915964,0
1,1.180512,-2.915964,0
1,1.180512,-2.915964,1
1,1.180512,-2.915964,1
1,1.180512,-2.915964,1
1,1.180512,-2.915964,2
1,1.180512,-2.915964,2
1,1.180512,-2.915964,2
1,0.7223694,-1.014688,3
1,0,0,0
48,0,1.156754,3
1,0,2.542901,3
1,0,3.715708,4
1,0,4,4
1,0,4,4
1,0,4,5
1,0,4,5
1,0,4,5
1,0,4,6
1,0,4,6
1,0,4,6
1,0,4,7
1,0,4,7
1,0,4,7
1,0,4,0
1,0,4,0
1,0,4,0
1,0,4,1
1,0,4,1
1,0,4,1
1,0,4,2
1,0,4,2
1,0,4,2
1,0,4,3
1,0,4,3
1,0,4,3
1,0,4,4
1,0,4,4
1,0,4,4
1,0,4,5
1,0,4,5
1,0,4,5
1,0,4,6
1,0,4,6
1,0,4,6
1,0,4,7
1,0,4,7
1,0,4,7
1,0,4,0
1,0,4,0
1,0,4,0
1,0,4,1
1,0,4,1
1,0,4,1
1,0,4,2
1,0,4,2
1,0,4,2
1,0,4,3
1,0,4,3
1,0,4,3
1,0,4,4
1,0,4,4
1,0,4,4
1,0,4,5
1,0,4,5
1,0,4,5
1,0,4,6
1,0,4,6
1,0,4,6
1,0,4,7
1,0,4,7
1,0,4,7
1,0,4,0
1,0,4,0
1,0,4,0
1,0,4,1
1,0,3.538005,1
1,0,2.880488,1
1,0,1.92086,2
1,0,0,0
81,0.8456538,0,2
1,1.673971,0,2
1,2.220243,0,3
1,2.431656,0,3
1,2.942612,0,3
1,3.136528,0,4
1,3.136528,0,4
1,3.136528,0,4
1,3.136528,0,5
1,3.136528,0,5
1,3.136528,0,5
1,3.136528,0,6
1,3.136528,0,6
1,3.136528,0,6
1,3.136528,0,7
1,3.136528,0,7
1,3.136528,0,7
1,2.977928,0,0
1,2.625411,-0.3215346,0
1,2.39634,-0.7302352,0
1,2.202585,-1.014688,1
1,2.008668,-1.192391,1
1,1.814913,-1.370094,1
1,1.638655,-1.565455,2
1,1.35677,-1.707681,2
1,1.215667,-1.849747,2
1,1.145196,-1.956497,3
1,1.092383,-2.009792,3
1,1.092383,-2.009792,3
1,1.092383,-2.009792,4
1,1.092383,-2.009792,4
1,1.021912,-2.009792,4
1,0.7751826,-2.009792,5
1,0.1937555,-2.205153,5
1,0,-2.276266,5
1,0,-2.329561,6
1,0,-2.329561,6
1,0,-2.329561,6
1,0,-2.329561,7
1,0,-2.329561,7
1,0,-2.329561,7
1,0,-2.329561,0
1,0,-2.329561,0
1,0.299382,-2.329561,0
1,0.8633116,-2.02745,1
1,1.233325,-1.707681,1
1,1.497712,-1.458865,1
1,1.744442,-0.9968697,2
1,1.991011,-0.5170559,2
1,2.114455,0,2
1,2.167269,0,3
1,2.167269,0,3
1,2.167269,0,3
1,2.220243,0,4
1,2.220243,0,4
1,2.220243,0,4
1,2.220243,0,5
1,2.220243,0,5
1,2.220243,0,5
1,2.220243,0,6
1,2.220243,0,6
1,2.361185,0,6
1,2.361185,0,7
1,2.413998,0,7
1,2.466811,0,7
1,2.466811,0,0
1,2.466811,0,0
1,2.466811,0,0
1,2.519785,0,1
1,2.519785,0,1
1,2.572598,0,1
1,2.678385,0,2
1,2.731198,0,2
1,2.784012,0,2
1,2.784012,0,3
1,2.784012,0,3
1,2.784012,0,3
1,2.784012,0,4
1,2.854483,0,4
1,2.854483,0,4
1,2.907456,0,5
1,3.048399,0,5
1,3.189341,0,5
1,3.365599,0,6
1,3.418412,0,6
1,3.418412,0,6
1,3.418412,0,7
1,3.418412,0,7
1,3.418412,0,7
1,3.418412,0,0
1,3.418412,0,0
1,3.471226,0,0
1,3.471226,0,1
1,3.471226,0,1
1,3.471226,0,1
1,3.471226,0,2
1,3.471226,0,2
1,3.471226,0,2
1,3.471226,0,3
1,3.471226,0,3
1,3.471226,0,3
1,3.471226,0,4
1,3.471226,0,4
1,3.471226,0,4
1,3.471226,0,5
1,3.471226,0,5
1,3.471226,0,5
1,3.471226,0,6
1,3.471226,0,6
1,3.471226,0,6
1,3.471226,0,7
1,3.471226,0,7
1,3.189341,0,7
1,2.343527,0,0
1,1.620997,0,0
1,1.19817,0,0
1,0,0,0
62,-0.1762581,0,7
1,-0.5111164,0,7
1,-0.7578458,0,7
1,-1.145517,0,6
1,-1.321775,0,6
1,-1.462718,0,6
1,-1.462718,0,5
1,0,0,0
58,0.2817241,0,5
1,1.162854,0,5
1,1.973513,0,6
1,2.801669,0,6
1,3.471226,0,6
1,3.964684,0,7
1,4,0,7
1,4,0,7
1,4,0,0
1,4,0,0
1,4,0,0
1,4,0,1
1,4,0,1
1,4,0,1
1,4,0,2
1,4,0,2
1,4,0,2
1,4,0,3
1,4,0,3
1,4,0,3
1,4,0,4
1,4,0,4
1,4,0,4
1,4,0,5
1,4,0,5
1,4,0,5
1,4,0,6
1,4,0,6
1,4,0,6
1,4,0,7
1,4,0,7
1,4,0,7
1,4,0,0
1,4,0,0
1,4,0,0
1,4,0,1
1,4,0,1
1,4,0,1
1,4,0,2
1,4,0,2
1,4,0,2
1,4,0,3
1,4,0,3
1,4,0,3
1,4,0,4
1,4,0,4
1,4,0,4
1,4,0,5
1,4,0,5
1,4,0,5
1,4,0,6
1,4,0,6
1,4,0,6
1,4,0,7
1,4,0,7
1,4,0,7
1,4,0,0
1,4,0,0
1,4,0,0
1,4,0,1
1,4,0,1
1,4,0,1
1,4,0,2
1,4,0,2
1,4,0,2
1,4,0,3
1,4,0,3
1,4,0,3
1,4,0,4
1,4,0,4
1,4,0,4
1,4,0,5
