1,1.021912,3.769002,0
1,0.8104984,3.911068,1
1,0.1584397,4,1
1,0.03515531,4,1
1,0.03515531,4,2
1,0.03515531,4,2
1,0.03515531,4,2
1,0.03515531,4,3
1,0.03515531,4,3
1,0,4,3
1,0,4,4
1,0,4,4
1,0,4,4
1,0,4,5
1,0.5284534,4,5
1,2.71354,3.342483,5
1,3.365599,2.720603,6
1,3.418412,2.64949,6
1,3.418412,2.64949,6
1,3.418412,2.64949,7
1,3.418412,2.64949,7
1,3.418412,2.64949,7
1,3.418412,2.64949,0
1,3.418412,2.64949,0
1,3.418412,2.64949,0
1,3.418412,2.64949,1
1,3.418412,2.64949,1
1,3.418412,2.64949,1
1,3.418412,2.64949,2
1,3.418412,2.64949,2
1,3.418412,2.64949,2
1,3.418412,2.64949,3
1,3.418412,2.64949,3
1,3.418412,2.64949,3
1,3.418412,2.64949,4
1,3.471226,2.525082,4
1,3.524199,2.382856,4
1,3.577013,2.382856,5
1,3.577013,2.382856,5
1,3.577013,2.382856,5
1,3.577013,2.382856,6
1,3.577013,2.382856,6
1,3.577013,2.382856,6
1,3.577013,2.382856,7
1,3.577013,2.382856,7
1,3.577013,2.382856,7
1,3.577013,2.382856,0
1,3.577013,2.382856,0
1,3.577013,2.382856,0
1,3.577013,2.382856,1
1,3.577013,2.382856,1
1,3.577013,2.382856,1
1,3.577013,2.382856,2
1,3.577013,2.382856,2
1,3.577013,2.382856,2
1,3.577013,2.382856,3
1,3.577013,2.382856,3
1,3.295128,2.382856,3
1,3.295128,2.311743,4
1,3.295128,2.311743,4
1,3.506541,2.311743,4
1,3.506541,2.311743,5
1,3.506541,2.311743,5
1,3.506541,2.311743,5
1,3.506541,2.311743,6
1,0,0,0
7,0,-2.347379,6
1,0,-4,6
1,0,-4,7
1,0,-4,7
1,0,-4,7
1,0,-4,0
1,0,-4,0
1,0,-4,0
1,0,-4,1
1,0,-4,1
1,0,-4,1
1,0,-4,2
1,0,-4,2
1,0,-4,2
1,0,-4,3
1,0,-4,3
1,0,-4,3
1,0,-4,4
1,0.387511,-4,4
1,0.387511,-4,4
1,1.250983,-4,5
1,1.709126,-3.822297,5
1,2.449314,-3.360302,5
1,3.295128,-2.578377,6
1,3.488883,-2.098563,6
1,3.6828,-1.796452,6
1,3.894213,-1.601092,7
1,3.894213,-1.601092,7
1,3.894213,-1.547797,7
1,3.947026,-1.547797,0
1,3.947026,-1.40557,0
1,3.947026,-1.352275,0
1,3.947026,-1.352275,1
1,3.947026,-1.352275,1
1,3.947026,-1.352275,1
1,2.977928,-2.667309,2
1,2.23774,-3.16478,2
1,1.074725,-3.697889,2
1,1.074725,-3.697889,3
1,1.074725,-3.697889,3
1,1.074725,-3.697889,3
1,1.074725,-3.697889,4
1,1.074725,-3.697889,4
1,1.074725,-3.697889,4
1,2.008668,-3.626776,5
1,3.453728,-2.276266,5
1,3.594671,-1.938679,5
1,3.700458,-1.760976,6
1,3.8414,-1.636568,6
1,3.894213,-1.583273,6
1,3.894213,-1.583273,7
1,3.894213,-1.583273,7
1,2.836985,-1.583273,7
1,2.836985,-1.583273,7
1,2.836985,-1.583273,7
1,0,0,0
